구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종,평균
2003년03월02일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월03일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월04일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월05일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월06일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월07일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월08일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월09일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월10일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월11일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월12일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월13일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월14일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월15일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월16일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월17일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월18일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월19일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월20일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월21일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월22일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월23일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월24일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월25일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월26일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월27일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월28일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월29일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월30일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년03월31일,1394.91,1352.08,1339.3,1379.13,1339.88,1348.77,1351.15,1368.57,1364.03,1326.2,1334.46,1308.9,1320.81,1332.31,1345.94,1400.34,NaN,1350.42375
2003년04월01일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월02일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월03일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월04일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월05일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월06일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월07일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월08일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월09일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월10일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월11일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월12일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월13일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월14일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월15일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월16일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월17일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월18일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월19일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월20일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월21일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월22일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월23일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월24일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월25일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월26일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월27일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월28일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월29일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년04월30일,1353.89,1314.93,1308.76,1336.22,1311.61,1320.25,1314.21,1329.84,1322.37,1292.0,1301.38,1285.13,1291.78,1299.06,1307.55,1361.53,NaN,1315.6568750000001
2003년05월01일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월02일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월03일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월04일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월05일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월06일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월07일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월08일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월09일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월10일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월11일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월12일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월13일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월14일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월15일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월16일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월17일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월18일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월19일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월20일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월21일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월22일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월23일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월24일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월25일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월26일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월27일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월28일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월29일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월30일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년05월31일,1334.06,1288.19,1270.03,1314.89,1277.0,1289.37,1284.2,1304.86,1294.42,1261.32,1270.7,1253.97,1262.08,1265.72,1278.06,1341.96,NaN,1286.926875
2003년06월01일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월02일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월03일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월04일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월05일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월06일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월07일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월08일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월09일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월10일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월11일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월12일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월13일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월14일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월15일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월16일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월17일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월18일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월19일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월20일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월21일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월22일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월23일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월24일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월25일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월26일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월27일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월28일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월29일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년06월30일,1327.24,1278.22,1256.94,1305.95,1257.43,1282.22,1277.17,1296.1,1285.64,1259.1,1262.35,1252.81,1250.46,1255.91,1269.74,1334.94,NaN,1278.26375
2003년07월01일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월02일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월03일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월04일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월05일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월06일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월07일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월08일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월09일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월10일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월11일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월12일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월13일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월14일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월15일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월16일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월17일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월18일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
2003년07월19일,1318.29,1264.17,1248.02,1288.0,1252.16,1276.98,1266.0,1286.92,1272.5,1245.42,1253.19,1250.25,1242.78,1251.69,1259.0,1324.75,NaN,1268.7575000000002
